species;betweenness;weighted.betweenness;closeness;weighted.closeness;normalised.degree;biomes
Suiriri_islerorum;0;0;0,0152038282149131;0,0104290513233889;0,0476190476190476;Cerrado
Synallaxis_azarae;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Synallaxis_frontalis;0;0;0,0262758969176352;0,0119145778927919;0,0833333333333333;Caatinga
Synallaxis_frontalis;0;0;0,01087285722939;0,00578247736237056;0,0476190476190476;Cerrado
Synallaxis_scutata;0,0160553335553336;0,0379790341983159;0,015748985401902;0,00713721417591814;0,0952380952380952;Cerrado
Tachuris_rubrigastra;0;0;0,000264550264550265;NA;0,0714285714285714;Andinean_Forest
Tachyphonus_coronatus;0,0181174805378627;0,0494255365272057;0,0161151269978115;0,0171833099926795;0,117647058823529;Mata_Atlantica
Tachyphonus_cristatus;0;0;0,00916187791391087;0,00422771604810356;0,0588235294117647;Amazonia
Tachyphonus_phoenicius;0,0197449879180648;0;0,0174450299836453;0,00837551733179963;0,0952380952380952;Cerrado
Tachyphonus_rufus;0;0;0,00032527377209151;NA;0,0588235294117647;Amazonia
Tachyphonus_rufus;0;0;0,0260232440626579;0,021231992324906;0,0833333333333333;Caatinga
Tachyphonus_rufus;0,0050546155110911;0,193800130067201;0,0178393792691823;0,0193571773362094;0,176470588235294;Mata_Atlantica
Tangara_cayana;0;0;0,0260232440626579;0,0145015780235955;0,0833333333333333;Caatinga
Tangara_cayana;0;0;0,01508268217336;0,00486832339756356;0,0476190476190476;Cerrado
Tangara_cayana;0,0547654637107616;0;0,0204920750712912;0,0128586066452382;0,117647058823529;Mata_Atlantica
Tangara_cyanoptera;0;0;0,0102460375356456;0,00588116353845085;0,0588235294117647;Mata_Atlantica
Tangara_nigroviridis;0;0;0,0091710758377425;0,00754599100280619;0,0714285714285714;Andinean_Forest
Tangara_sayaca;0;0;0,017441474898866;0,00271110721788549;0,0588235294117647;Mata_Atlantica
Tangara_vassorii;0;0;0,0091710758377425;0,00738851727622472;0,0714285714285714;Andinean_Forest
Tangara_viridicollis;0;0;0,0091710758377425;0,00622025009208143;0,0714285714285714;Andinean_Forest
Thamnomanes_ardesiacus;0;0;0,0122519787487802;0,00494489688515197;0,0588235294117647;Amazonia
Thamnomanes_ardesiacus;0;0;0,00145502645502645;NA;0,0714285714285714;Andinean_Forest
Thamnomanes_caesius;0,0473525582649773;0,0123406425293218;0,0164263254906213;0,00687757726208335;0,176470588235294;Amazonia
Thamnomanes_caesius;0,0106508875739645;0,00859804155720086;0,00198412698412698;NA;0,142857142857143;Andinean_Forest
Thamnomanes_saturninus;0,0547620876260696;0,0135645079041305;0,0174021468068958;0,00743430989916754;0,235294117647059;Amazonia
Thamnophilus_aethiops;0,0250276328071315;0,000917899031106578;0,015938414832484;0,00646231991233578;0,176470588235294;Amazonia
Thamnophilus_aethiops;0;0;0,000264550264550265;NA;0,0714285714285714;Andinean_Forest
Thamnophilus_amazonicus;0;0;0,012414615634826;0,00476024848199399;0,0588235294117647;Amazonia
Thamnophilus_ambiguus;0;0;0,00975225634502393;0,00231043727800464;0,0952380952380952;Cerrado
Thamnophilus_ambiguus;0;0;0;NA;0,0588235294117647;Mata_Atlantica
Thamnophilus_doliatus;0;0;0,00032527377209151;NA;0,0588235294117647;Amazonia
Thamnophilus_doliatus_capistratus;0;0;0,017441474898866;0,00140669593291426;0,0588235294117647;Mata_Atlantica
Thamnophilus_murinus;0;0;0,0129025262929632;0,00871722954489561;0,0588235294117647;Amazonia
Thamnophilus_nigrocinereus;0,100665561479417;0,126874043855176;0,0170768730348043;0,00947479017852852;0,235294117647059;Amazonia
Thamnophilus_pelzelni;0;0;0,0260232440626579;0,0145015780235955;0,0833333333333333;Caatinga
Thamnophilus_schistaceus;0;0;0,012414615634826;0,00682038529994333;0,0588235294117647;Amazonia
Thlypopsis_sordida;0,0115786990786991;0;0,0165364346719971;0,00462284873543256;0,0952380952380952;Cerrado
Thraupis_cyanocephala;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Thraupis_palmarum;0;0;0,00916187791391087;0,00422771604810356;0,0588235294117647;Amazonia
Thraupis_sayaca;0;0;0,0110086875787519;0,00579542786381597;0,0588235294117647;Mata_Atlantica
Thryothorus_euophrys;0;0;0,0104938271604938;0,0123224174850544;0,0714285714285714;Andinean_Forest
Thryothorus_genibarbis;0;0;0,00916187791391087;0,00422771604810356;0,0588235294117647;Amazonia
Thryothorus_leucotis;0;0;0,0129025262929632;0,0059334345019377;0,0588235294117647;Amazonia
Thryothorus_longirostris;0;0;0,0262758969176352;0,0119145778927919;0,0833333333333333;Caatinga
Tiaris_fuliginosus;0,0052286689005439;0;0,0149009631110303;0,00701558059945728;0,0952380952380952;Cerrado
Tiaris_obscura;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Tolmomyias_flaviventris;0,00460518648018648;0,032651658360543;0,0109940032709431;0,00485466293825665;0,0952380952380952;Cerrado
Trichothraupis_melanops;0;0;0,0141740868617118;0,00909230729512678;0,0476190476190476;Cerrado
Trichothraupis_melanops;0,149339786163815;0,0977671797095166;0,0185688706147622;0,0171264907522106;0,235294117647059;Mata_Atlantica
Troglodytes_aedon;0,213550295857988;0,473131120133747;0,0174603174603175;0,0330955580492733;0,285714285714286;Andinean_Forest
Troglodytes_aedon;0;0;0,0333501768569985;0,0198544957099461;0,0833333333333333;Caatinga
Troglodytes_aedon;0;0;0,0147224617017044;0,00866612153493441;0,0588235294117647;Mata_Atlantica
Troglodytes_musculus;0;0;0,0153193182571789;0,0185176815236409;0,0588235294117647;Mata_Atlantica
Trogon_curucui;0,0333565338225323;0,0319748536743984;0,0196962663306585;0,0159680860216497;0,176470588235294;Mata_Atlantica
Trogon_personatus;0;0;0,00158730158730159;NA;0,0714285714285714;Andinean_Forest
Turdus_amaurochalinus;0;0;0,0110593082511114;0,00680910743173586;0,0588235294117647;Amazonia
Turdus_amaurochalinus;0;0;0,00975225634502393;0,00231043727800464;0,0952380952380952;Cerrado
Turdus_amaurochalinus;0,0354143810236916;0,0141990028181227;0,0196962663306585;0,0140247903322394;0,176470588235294;Mata_Atlantica
Turdus_flavipes;0,0864574933725365;0,0230869282462606;0,0216857881822402;0,0152221579832662;0,235294117647059;Mata_Atlantica
Turdus_fumigatus;0;0;0,0129025262929632;0,00835241522521765;0,0588235294117647;Amazonia
Turdus_hauxwelli;0,0107895796434236;0;0,0129567385883118;0,00777267094416727;0,117647058823529;Amazonia
Turdus_leucomelas;0,0923076923076923;0,0659907200549923;0,0156278393603489;0,00504674594413442;0,0952380952380952;Cerrado
Turdus_leucomelas;0,187548973842998;0,229460221114242;0,0224815969228729;0,0188444648980512;0,352941176470588;Mata_Atlantica
Turdus_leucops;0;0;0,0104938271604938;0,0123224174850544;0,0714285714285714;Andinean_Forest
Turdus_nigriceps;0,107988165680473;0;0,0164021164021164;0,0147603971483401;0,142857142857143;Andinean_Forest
Turdus_rufiventris;0,0332394366197183;0,00185701021355617;0,0310763011622031;0,0150744517853487;0,166666666666667;Caatinga
Turdus_rufiventris;0;0;0,01508268217336;0,00486832339756356;0,0476190476190476;Cerrado
Turdus_rufiventris;0,000353857041755131;0;0,0127992572451754;0,00626031477578942;0,117647058823529;Mata_Atlantica
Turdus_serranus;0;0;0,0153439153439153;0,0072392434010661;0,0714285714285714;Andinean_Forest
Turdus_subalaris;0;0;0,0144769519655945;0,00137586434109832;0,0476190476190476;Cerrado
Tyrannus_melancholicus;0;0;0,0333501768569985;0,0198544957099461;0,0833333333333333;Caatinga
Tyrannus_melancholicus;0;0;0,00975225634502393;0,00317639237564657;0,0476190476190476;Cerrado
Tyrannus_melancholicus;0;0;0,0153193182571789;0,0121801617379223;0,0588235294117647;Mata_Atlantica
Veniliornis_affinis;0;0;0,0245073269327943;0,00682750069299026;0,0833333333333333;Caatinga
Veniliornis_passerinus;0;0;0,0245073269327943;0,00682750069299026;0,0833333333333333;Caatinga
Vireo_olivaceus;0;0;0,0091710758377425;0,00622025009208143;0,0714285714285714;Andinean_Forest
Vireo_olivaceus;0;0;0,0147224617017044;0,0125492233677967;0,0588235294117647;Mata_Atlantica
Volatinia_jacarina;0,134322602280349;0,085422469823584;0,0394138453764528;0,0254810774863546;0,333333333333333;Caatinga
Volatinia_jacarina;0,0737413801476302;0,0147791716789826;0,0198073777939306;0,0131177455788063;0,19047619047619;Cerrado
Willisornis_poecilinotus;0,022004674820783;0;0,0162636886045755;0,00788234800004482;0,176470588235294;Amazonia
Willisornis_poecilinotus;0;0;0,000264550264550265;NA;0,0714285714285714;Andinean_Forest
Xiphorhynchus_elegans;0;0;0,0140409844952835;0,00307662496159881;0,0588235294117647;Amazonia
Xiphorhynchus_ocellatus;0;0;0,0115472189092486;0,00581766934899536;0,0588235294117647;Amazonia
Zonotrichia_capensis;0;0;0,0104938271604938;0,0259443761422513;0,0714285714285714;Andinean_Forest
Zonotrichia_capensis;0,00362173038229376;0;0,0341081354219303;0,0201227947553203;0,166666666666667;Caatinga
Zonotrichia_capensis;0,0657967313135583;0,111703041759753;0,0198073777939306;0,0159972782189009;0,19047619047619;Cerrado
Zonotrichia_capensis;0,00981034181671124;0;0,0171098879236024;0,0150771295840918;0,117647058823529;Mata_Atlantica
